Tag,TextLength,Punctuation,NegativeKeywordRatio,PositiveClassCount,RelativeTagDepth,SimilarAncestorRatio,TextToTagRatio,PreviousClassification,Position,AncestorTags,Output
div,42,2,0,0,-1,0.8333333,6,False,0.1195889,327680,False
h2,16,0,0,0,0,0.6666667,2.285714,False,0.120991,65536,False
span,33,0,0,0,3,0.4444444,3.3,False,0.121573,65536,False
span,34,0,0,0,0,1,3.4,False,0.1220829,65536,False
title,91,1,0,0,4,0,22.75,False,4.665527E-05,1077936128,False
a,20,0,0,0,0,0.3333333,5,False,0.03477373,0,False
title,5,0,0,0,2,0.4285714,0.8333333,False,0.03513224,88080384,False
title,4,0,0,0,0,1,0.6666667,False,0.04435033,88080384,False
title,10,1,0,0,0,1,1.666667,False,0.04455742,88080384,False
title,2,0,0,0,0,1,0.3333333,False,0.05111616,88080384,False
title,3,0,0,0,0,1,0.5,False,0.05154097,88080384,False
span,15,0,1,0,5,0.3,1.363636,False,0.05692761,2162688,False
h2,21,0,0,0,-2,0.625,2.333333,False,0.06032199,2162688,False
title,24,0,0,0,4,0.4545455,1.846154,False,0.06052007,23134208,False
title,25,0,0,0,0,1,1.923077,False,0.06071487,23134208,False
title,24,0,0,0,0,1,1.846154,False,0.06091295,23134208,False
title,26,0,0,0,0,1,2,False,0.0611053,23134208,False
title,32,2,0,0,0,1,2.461539,False,0.06128538,23134208,False
a,27,0,0,0,-2,0.8,2.454545,False,0.06154976,2162688,False
span,17,0,0,0,1,0.6666667,1.416667,False,0.06191072,2162688,False
a,6,0,0,0,1,0.6666667,0.4615385,False,0.06215464,2162688,False
a,7,0,0,0,0,1,0.5384616,False,0.0623388,2162688,False
h2,11,0,0,0,-2,0.5555556,1,False,0.06251806,2162688,False
span,6,0,0,0,1,0.625,0.5,False,0.06261628,35717120,False
title,6,0,0,0,1,0.6666667,0.4615385,False,0.06269895,56688640,False
h2,16,0,0,0,-3,0.5,1.6,False,0.06292322,2293760,False
a,50,0,0,0,2,0.6,4.166667,False,0.06311557,2293760,False
a,49,0,0,0,0,1,4.083333,False,0.06346426,2293760,False
a,50,1,0,0,0,1,4.166667,False,0.06381295,2293760,False
a,50,0,0,0,0,1,4.166667,False,0.06413299,2293760,False
a,49,0,0,0,0,1,4.083333,False,0.06433516,2293760,False
a,28,0,0,0,0,1,2.333333,False,0.06453733,2293760,False
a,44,0,0,0,-1,0.7,4,False,0.06539513,65536,False
a,7,0,0,0,3,1,0.5,False,0.06584368,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06602702,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06620955,65536,False
a,7,0,0,0,0,1,0.5,False,0.0663929,65536,False
a,7,0,0,0,0,1,0.5,False,0.0667334,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.06691348,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.06709846,65536,False
a,8,0,0,0,0,1,0.5714286,False,0.0672818,65536,False
a,12,0,0,0,0,1,0.8571429,False,0.06762231,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.06780647,65536,False
a,7,0,0,0,0,1,0.5,False,0.06799555,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.06817562,65536,False
span,37,0,0,0,-3,0.7777778,3.363636,False,0.06849402,65536,False
a,10,0,0,0,2,0.7777778,0.7692308,False,0.06884926,65536,False
a,9,0,0,0,0,1,0.6923077,False,0.06902688,65536,False
a,14,0,0,0,0,1,1.076923,False,0.06920286,65536,False
a,44,1,0,0,-2,1,4,False,0.06950326,65536,False
a,11,0,0,0,3,1,0.7857143,False,0.06997471,65536,False
a,9,0,0,0,0,1,0.6428571,False,0.07018589,65536,False
a,14,0,0,0,0,1,1,False,0.07040116,65536,False
a,14,0,0,0,0,1,1,False,0.07078177,65536,False
a,10,0,0,0,0,1,0.7142857,False,0.07100277,65536,False
a,15,0,0,0,0,1,1.071429,False,0.07122131,65536,False
a,9,0,0,0,0,1,0.6428571,False,0.07158801,65536,False
a,14,0,0,0,0,1,1,False,0.07179345,65536,False
a,14,0,0,0,0,1,1,False,0.07201036,65536,False
a,3,0,1,0,-1,1,0.2307692,False,0.0722641,65536,False
a,42,0,0,0,-2,1,3.818182,False,0.07244417,65536,False
a,41,0,0,0,0,1,3.727273,False,0.0726136,65536,False
button,1,0,0,0,-1,0.6666667,0.1,False,0.07275684,33619968,False
h1,82,0,0,0,0,0.4,8.2,False,0.07338137,65728,False
a,10,1,0,0,2,0.75,0.8333333,False,0.07392813,65728,False
span,12,0,0,0,1,0.875,0.9230769,False,0.07414259,65728,False
span,8,0,1,0,0,1,0.6153846,False,0.07418679,65728,False
span,28,0,0,0,-3,0.875,2.8,False,0.07428828,65728,False
span,14,0,0,0,3,0.875,1.076923,False,0.07447163,65728,False
time,43,2,0,0,-1,0.7777778,3.583333,False,0.07463533,65728,False
h2,16,0,0,0,-3,0.6666667,1.777778,False,0.07522221,65728,False
span,22,0,0,0,3,0.5454546,1.833333,False,0.07570758,65728,False
span,21,0,0,0,0,1,1.75,False,0.07629282,65728,False
span,5,0,1,0,0,1,0.4166667,False,0.07731023,65728,False
span,19,0,1,0,0,1,1.583333,False,0.07734543,65728,False
strong,5,0,1,0,0,0.5,0.4166667,False,0.07754269,66240,False
span,24,0,0,0,0,0.7777778,2,False,0.07758116,65728,False
span,82,0,0,0,0,1,6.833333,False,0.07762045,65728,False
span,6,0,1,0,2,0.6363636,0.4285714,False,0.07898246,65728,False
span,6,0,0,0,0,1,0.4285714,False,0.07965118,65728,False
span,9,0,0,0,0,1,0.6428571,False,0.08038621,65728,False
span,5,0,0,0,0,1,0.3571429,False,0.08089451,65728,False
p,157,2,0,1,-4,0.5454546,15.7,False,0.08119654,65736,True
a,12,0,0,1,1,0.875,1.090909,True,0.08136269,65736,True
p,949,24,0,1,-1,0.875,94.9,True,0.08137579,65736,True
p,54,1,0,1,0,1,5.4,True,0.08215911,65736,True
a,26,1,0,1,1,0.875,2.363636,True,0.08225324,65736,True
p,677,14,0,1,-1,0.875,67.7,True,0.08228107,65736,True
p,285,6,0,1,0,1,28.5,True,0.08284175,65736,True
span,25,0,0,1,1,0.875,2.272727,True,0.08476444,65736,True
strong,21,0,0,1,1,0.8888889,1.75,True,0.08479144,66248,True
span,182,8,0,1,-1,0.8888889,16.54545,True,0.084816,65736,True
strong,20,2,0,1,0,0.7777778,1.818182,True,0.08498462,66248,True
p,666,21,0,1,-1,0.875,66.6,True,0.0850149,65736,True
p,506,14,0,1,0,1,50.6,True,0.08556658,65736,True
p,175,8,0,1,0,1,17.5,True,0.08598729,65736,True
strong,39,0,0,1,1,0.875,3.545455,True,0.08616164,66248,True
p,78,1,0,1,-1,0.875,7.8,True,0.08620747,65736,True
strong,7,0,0,1,1,0.875,0.6363636,True,0.08627786,66248,True
p,882,18,0,1,-1,0.875,88.2,True,0.08629096,65736,True
p,375,13,0,1,0,1,37.5,True,0.08702026,65736,True
strong,38,1,0,1,1,0.875,3.454545,True,0.08734111,66248,True
p,798,22,0,1,-1,0.875,79.8,True,0.08738613,65736,True
p,421,9,0,1,0,1,42.1,True,0.08804586,65736,True
p,643,10,0,1,0,1,64.3,True,0.088397,65736,True
p,3,0,0,1,0,1,0.3,True,0.08892985,65736,True
a,52,0,0,1,1,0.875,4.727273,True,0.08900024,65736,True
p,10,0,0,1,-1,0.875,1,True,0.08904608,65736,True
p,2,0,0,1,0,1,0.2,True,0.08905754,65736,True
a,59,0,0,1,1,0.875,5.363636,True,0.08915003,65736,True
p,9,0,0,1,-1,0.875,0.9,True,0.0892016,65736,True
p,1,0,0,1,0,1,0.1,True,0.08921224,65736,True
a,33,0,0,1,1,0.875,3,True,0.08925562,65736,True
p,9,0,0,1,-1,0.875,0.9,True,0.0892859,65736,True
span,31,0,0,0,3,0.6,2.384615,True,0.0914607,65728,False
span,27,0,0,0,3,0.6666667,1.6875,False,0.09365676,65728,False
span,74,1,0,0,0,1,4.625,False,0.09373944,65728,False
span,53,0,0,0,0,1,3.3125,False,0.09647409,65728,False
span,102,4,0,0,0,1,6.375,False,0.09657804,65728,False
span,80,0,0,0,0,1,5,False,0.09903031,65728,False
span,53,1,0,0,0,1,3.3125,False,0.09915636,65728,False
span,67,2,0,0,0,1,4.1875,False,0.1015652,65728,False
span,110,3,0,0,0,1,6.875,False,0.1016807,65728,False
span,55,0,0,0,0,1,3.4375,False,0.1039569,65728,False
span,79,2,0,0,0,1,4.9375,False,0.1040625,65728,False
span,37,0,0,0,-3,0.5833333,2.846154,False,0.1052682,65728,False
h2,33,0,0,0,-1,0.875,2.75,False,0.1053067,65728,False
p,65,2,0,0,0,0.75,5.416667,False,0.1053836,65736,False
span,6,0,0,0,4,0.6,0.375,False,0.1058829,134283456,False
strong,10,2,0,0,1,0.9,0.5882353,False,0.1059386,134283968,False
div,40,1,0,0,-3,0.7,2.857143,False,0.1062111,65728,False
a,14,0,0,0,1,0.875,0.9333333,False,0.1062905,65728,False
div,68,1,0,0,-1,0.875,4.857143,False,0.1063053,65728,False
button,9,0,0,0,0,0.875,0.6428571,False,0.1064076,33620160,False
h4,19,3,0,0,-3,0.6,1.727273,False,0.1142145,536936640,False
span,10,0,0,0,0,0.6,0.9090909,False,0.1143512,65728,False
a,51,2,0,0,3,0.7777778,3.642857,False,0.1154333,65728,False
p,111,1,0,0,-1,0.6666667,8.538462,False,0.1155545,65736,False
span,28,0,0,0,1,0.75,2,False,0.1157836,65728,False
span,11,0,0,0,3,0.875,0.6470588,False,0.1159604,65728,False
a,41,1,0,0,-3,0.7777778,2.928571,False,0.1172971,65728,False
p,156,2,0,0,-1,0.6666667,12,False,0.11741,65736,False
span,28,0,0,0,1,0.75,2,False,0.117676,65728,False
span,11,0,0,0,3,0.875,0.6470588,False,0.1178528,65728,False
a,62,2,0,0,-3,0.7777778,4.428571,False,0.119124,65728,False
p,130,4,0,0,-1,0.6666667,10,False,0.1192541,65736,False
span,28,0,0,0,1,0.75,2,False,0.1194981,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1196798,65728,False
a,60,0,0,0,-3,0.7777778,4.285714,False,0.1209509,65728,False
p,109,1,0,0,-1,0.6666667,8.384615,False,0.1210794,65736,False
span,28,0,0,0,1,0.75,2,False,0.121307,65728,False
span,11,0,0,0,3,0.875,0.6470588,False,0.1214838,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.1218947,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.121938,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.1220019,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.122105,65728,False
a,69,1,0,0,-5,0.7777778,4.928571,False,0.1235309,65728,False
p,104,1,0,0,-1,0.6666667,8,False,0.1236667,65736,False
span,28,0,0,0,1,0.75,2,False,0.1238902,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.1240711,65728,False
span,1,0,0,0,1,1,0.05555556,False,0.1245565,65728,False
span,8,0,1,0,0,1,0.4444444,False,0.1245999,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.1246645,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.1247676,65728,False
a,52,0,0,0,-5,0.7777778,3.714286,False,0.1260977,65728,False
p,71,0,0,0,-1,0.6666667,5.461538,False,0.1262197,65736,False
span,28,0,0,0,1,0.75,2,False,0.1264161,65728,False
span,11,0,0,0,3,0.875,0.6470588,False,0.1265929,65728,False
span,6,0,0,0,-8,0.6666667,0.6666667,False,0.1288962,327680,False
a,12,0,0,0,1,0.6666667,1.2,False,0.1290788,327680,False
a,14,0,0,0,0,1,1.4,False,0.1291737,327680,False
a,13,0,0,0,0,1,1.3,False,0.1292695,327680,False
a,15,0,0,0,0,1,1.5,False,0.1293661,327680,False
a,26,0,0,0,0,1,2.6,False,0.1294684,327680,False
a,7,0,0,0,0,1,0.7,False,0.1295895,327680,False
a,13,0,0,0,0,1,1.3,False,0.1296533,327680,False
a,20,0,0,0,0,1,2,False,0.1297295,327680,False
a,8,0,0,0,0,1,0.8,False,0.1298195,327680,False
a,12,0,0,0,0,1,1.2,False,0.1299071,327680,False
a,11,0,0,0,0,1,1.1,False,0.1299971,327680,False
a,31,0,0,0,0,1,3.1,False,0.1300945,327680,False
span,27,0,0,0,-1,0.5555556,3,False,0.1302337,327680,False
a,43,1,0,0,1,0.8571429,4.3,False,0.1303131,327680,False
span,9,0,0,0,-1,1,1,False,0.1305087,327680,False
title,9,0,0,0,1,0.6666667,0.9,False,0.1306675,21299200,False
desc,15,1,0,0,0,0.7777778,1.5,False,0.1307011,17104896,False
a,17,0,0,0,-2,0.75,2.125,False,0.1318339,327680,False
a,16,0,0,0,0,1,2,False,0.1319395,327680,False
div,19,0,0,0,-1,0.8333333,2.714286,False,0.1319558,327680,False
a,9,0,0,0,1,0.8333333,1.125,False,0.1320172,327680,False
div,42,2,0,0,-1,0.8333333,6,False,0.1320279,327680,False
h2,16,0,0,0,0,0.6666667,2.285714,False,0.1341085,65536,False
span,33,0,0,0,3,0.4444444,3.3,False,0.134706,65536,False
span,34,0,0,0,0,1,3.4,False,0.1352209,65536,False
title,49,2,0,0,4,0,12.25,False,4.665527E-05,1077936128,False
a,20,0,0,0,0,0.3333333,5,False,0.03514861,0,False
title,5,0,0,0,2,0.4285714,0.8333333,False,0.03550711,88080384,False
title,4,0,0,0,0,1,0.6666667,False,0.04472521,88080384,False
title,10,1,0,0,0,1,1.666667,False,0.0449323,88080384,False
title,2,0,0,0,0,1,0.3333333,False,0.05149104,88080384,False
title,3,0,0,0,0,1,0.5,False,0.05191585,88080384,False
span,22,0,0,0,5,0.3,2,False,0.05730986,2162688,False
span,6,0,0,0,0,1,0.5454546,False,0.06067231,2162688,False
h2,28,0,0,0,-2,0.625,3.111111,False,0.06076808,2162688,False
title,31,0,0,0,4,0.4545455,2.384615,False,0.0609768,23134208,False
title,32,0,0,0,0,1,2.461539,False,0.06118306,23134208,False
title,31,0,0,0,0,1,2.384615,False,0.06138687,23134208,False
title,33,0,0,0,0,1,2.538461,False,0.06158495,23134208,False
title,39,2,0,0,0,1,3,False,0.06177076,23134208,False
a,27,0,0,0,-2,0.8,2.454545,False,0.06204087,2162688,False
span,17,0,0,0,1,0.6666667,1.416667,False,0.06240429,2162688,False
a,6,0,0,0,1,0.6666667,0.4615385,False,0.06265066,2162688,False
a,7,0,0,0,0,1,0.5384616,False,0.06283728,2162688,False
h2,11,0,0,0,-2,0.5555556,1,False,0.06301653,2162688,False
span,6,0,0,0,1,0.625,0.5,False,0.06311475,35717120,False
title,6,0,0,0,1,0.6666667,0.4615385,False,0.06319743,56688640,False
h2,23,0,0,0,-3,0.5,2.3,False,0.0634217,2293760,False
a,50,0,0,0,2,0.6,4.166667,False,0.06361241,2293760,False
a,50,0,0,0,0,1,4.166667,False,0.06396274,2293760,False
a,55,0,0,0,0,1,4.583333,False,0.06431142,2293760,False
a,28,0,0,0,0,1,2.333333,False,0.06452341,2293760,False
a,44,0,0,0,-1,0.7,4,False,0.0653804,65536,False
a,7,0,0,0,3,1,0.5,False,0.06582894,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06601229,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06619482,65536,False
a,7,0,0,0,0,1,0.5,False,0.06637817,65536,False
a,10,1,0,0,0,1,0.7142857,False,0.06655906,65536,False
a,7,0,0,0,0,1,0.5,False,0.06690202,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.06708209,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.06726708,65536,False
a,8,0,0,0,0,1,0.5714286,False,0.06745042,65536,False
a,12,0,0,0,0,1,0.8571429,False,0.06779093,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.06797509,65536,False
a,7,0,0,0,0,1,0.5,False,0.06816416,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.06834424,65536,False
span,38,0,0,0,-3,0.7777778,3.454545,False,0.06866428,65536,False
a,18,0,0,0,3,0.7777778,1.285714,False,0.06909563,65536,False
a,18,0,0,0,0,1,1.285714,False,0.06929453,65536,False
a,17,0,0,0,0,1,1.214286,False,0.06948115,65536,False
a,12,0,0,0,0,1,0.8571429,False,0.06982411,65536,False
a,4,0,0,0,0,1,0.2857143,False,0.06999436,65536,False
a,47,0,0,0,-3,1,4.272727,False,0.07033241,65536,False
button,1,0,0,0,-1,0.6666667,0.1,False,0.07048056,33619968,False
p,12,0,0,0,0,0.4,1.2,False,0.07117629,65736,False
span,18,0,0,0,3,0.5454546,1.384615,False,0.07135964,65728,True
span,8,0,0,0,0,1,0.6153846,True,0.07153317,65728,True
span,14,0,0,0,0,1,1.076923,True,0.07168786,65728,False
h1,40,1,0,0,-3,0.5454546,4,False,0.07182701,65728,False
a,10,1,0,0,2,0.75,0.8333333,False,0.07235168,65728,False
span,11,0,0,0,1,0.875,0.8461539,False,0.07257268,65728,False
span,7,0,0,0,0,1,0.5384616,False,0.07261606,65728,False
p,76,1,0,0,-4,0.6666667,8.444445,False,0.07269136,65736,False
span,28,0,0,0,1,0.75,2.8,False,0.07281005,65728,False
span,12,0,0,0,3,0.875,0.9230769,False,0.07299421,65728,False
a,13,0,0,0,0,1,1,False,0.07310226,65728,False
time,43,2,0,0,-1,0.7777778,3.583333,False,0.07326514,65728,False
h2,16,0,0,0,-3,0.6666667,1.777778,False,0.07385938,65728,False
span,22,0,0,0,3,0.5454546,1.833333,False,0.07432348,65728,False
span,21,0,0,0,0,1,1.75,False,0.07489889,65728,False
span,5,0,1,0,0,1,0.4166667,False,0.07591631,65728,False
span,19,0,1,0,0,1,1.583333,False,0.0759515,65728,False
strong,5,0,1,0,0,0.5,0.4166667,False,0.07614876,66240,False
span,24,0,0,0,0,0.7777778,2,False,0.07618723,65728,False
span,40,1,0,0,0,1,3.333333,False,0.07622653,65728,False
span,6,0,1,0,2,0.6363636,0.4285714,False,0.07753287,65728,False
span,6,0,0,0,0,1,0.4285714,False,0.07820814,65728,False
span,9,0,0,0,0,1,0.6428571,False,0.07892188,65728,False
span,5,0,0,0,0,1,0.3571429,False,0.07948912,65728,False
em,221,7,0,0,-3,0.5,20.09091,False,0.08384033,65740,True
a,9,0,0,0,0,0.6,0.8181818,True,0.08464985,536936640,True
a,16,0,0,0,5,0.6363636,1,True,0.09585202,65728,False
cite,18,0,0,0,-1,0.9,1.2,False,0.09586839,65728,False
p,288,10,0,0,-5,0.6,28.8,False,0.09962454,65736,True
a,19,0,0,0,1,0.6666667,1.727273,True,0.09993722,536936640,True
cite,23,0,0,0,5,0.5454546,1.4375,True,0.1121674,65728,False
a,23,0,0,0,-3,0.5454546,1.769231,False,0.1163869,65736,False
p,309,11,0,0,-3,0.875,30.9,False,0.116436,65736,True
a,14,0,0,0,1,0.6666667,1.272727,True,0.1167618,536936640,True
cite,10,0,0,0,5,0.5454546,0.625,True,0.1282046,65728,False
a,18,0,0,0,-3,0.5454546,1.384615,False,0.132158,65736,False
p,29,0,0,0,-3,0.875,2.9,False,0.132203,65736,True
a,14,0,0,0,1,0.875,1.272727,True,0.1322824,65736,True
p,445,17,0,0,-1,0.875,44.5,True,0.1322971,65736,True
a,8,0,0,0,1,0.6666667,0.7272727,True,0.1327285,536936640,True
cite,10,0,0,0,5,0.5454546,0.625,True,0.1441337,65728,False
a,28,0,0,0,-3,0.5454546,2.153846,False,0.1480953,65736,False
p,25,1,0,0,-3,0.875,2.5,False,0.1481485,65736,True
a,8,0,0,0,1,0.875,0.7272727,True,0.1482189,65736,True
p,319,13,0,0,-1,0.875,31.9,True,0.1482287,65736,True
h4,23,0,0,0,0,0.75,2.3,True,0.148507,536936640,True
a,18,0,0,0,6,0.5454546,1.125,True,0.1616229,65728,False
cite,12,0,0,0,-1,0.9,0.8,False,0.1616409,65728,False
p,376,9,0,0,-5,0.6,37.6,False,0.1660297,65736,True
span,4,0,0,0,3,0.6,0.3076923,True,0.1667795,65728,True
h4,48,2,0,0,-1,0.7,4,True,0.1667983,536936640,True
label,25,0,0,0,3,0.5833333,1.666667,True,0.1670471,134283456,False
label,35,0,0,0,0,1,2.333333,False,0.1672297,134283456,False
label,30,0,0,0,0,1,2,False,0.1674204,134283456,False
label,24,0,0,0,0,1,1.6,False,0.167607,134283456,False
label,39,0,0,0,0,1,2.6,False,0.1677887,134283456,False
button,4,0,0,0,-1,0.6666667,0.2857143,False,0.1679467,33620160,False
a,12,0,0,0,0,0.8,0.8571429,False,0.1679974,65728,False
span,3,0,0,0,1,0.5833333,0.2,False,0.1681841,65728,False
h6,9,0,0,0,0,0.8181818,0.6,False,0.1682045,65728,False
span,10,2,0,0,0,0.8181818,0.6666667,False,0.1682536,65728,False
span,3,0,0,0,0,1,0.2,False,0.168491,65728,False
h6,19,0,0,0,0,0.8181818,1.266667,False,0.1685115,65728,True
span,10,2,0,0,0,0.8181818,0.6666667,True,0.1685688,65728,True
span,3,0,0,0,0,1,0.2,True,0.1688061,65728,True
h6,14,0,0,0,0,0.8181818,0.9333333,True,0.1688266,65728,True
span,10,2,0,0,0,0.8181818,0.6666667,True,0.1688798,65728,True
span,2,0,0,0,0,1,0.1333333,True,0.1691172,65728,True
h6,8,0,0,0,0,0.8181818,0.5333334,True,0.1691368,65728,True
span,10,2,0,0,0,0.8181818,0.6666667,True,0.1691851,65728,True
span,3,0,0,0,0,1,0.2,True,0.1694216,65728,True
h6,23,0,0,0,0,0.8181818,1.533333,True,0.1694421,65728,True
span,10,2,0,0,0,0.8181818,0.6666667,True,0.1695027,65728,True
span,29,0,0,0,-1,0.8,2.071429,True,0.1697311,65728,False
a,8,0,0,0,0,0.8888889,0.5714286,False,0.1698022,65728,False
h2,26,0,0,0,-3,0.7,2.363636,False,0.171833,65728,False
span,14,0,0,0,2,0.8,1.076923,False,0.1719296,65728,False
span,5,0,0,0,0,0.6666667,0.3846154,False,0.172027,65728,False
a,9,0,0,0,1,0.9090909,0.6428571,False,0.1720581,65728,False
a,50,0,0,0,-1,0.9090909,3.846154,False,0.1723077,65728,False
span,5,0,0,0,0,0.8181818,0.3846154,False,0.1724371,65728,False
a,9,0,0,0,1,0.9090909,0.6428571,False,0.1724682,65728,False
a,46,1,0,0,-1,0.9090909,3.538461,False,0.1727113,65728,False
span,5,0,0,0,0,0.8181818,0.3846154,False,0.1728373,65728,False
a,6,0,1,0,1,0.9090909,0.4285714,False,0.1728692,65728,False
a,41,1,0,0,-1,0.9090909,3.153846,False,0.173096,65728,False
a,33,0,0,0,0,1,2.538461,False,0.1733849,65728,False
span,5,0,0,0,0,0.8181818,0.3846154,False,0.1735003,65728,False
a,9,0,0,0,1,0.9090909,0.6428571,False,0.1735314,65728,False
a,59,0,0,0,-1,0.9090909,4.538462,False,0.1737942,65728,False
span,5,0,0,0,0,0.8181818,0.3846154,False,0.1739308,65728,False
a,9,0,0,0,1,0.9090909,0.6428571,False,0.1739619,65728,False
a,57,1,0,0,-1,0.9090909,4.384615,False,0.1742181,65728,False
span,31,0,0,0,0,0.4615385,2.384615,False,0.175328,65728,False
span,39,1,0,0,3,0.6666667,2.4375,False,0.1782829,65728,False
span,70,2,0,0,0,1,4.375,False,0.1783754,65728,False
span,33,0,0,0,0,1,2.0625,False,0.1809905,65728,False
span,83,1,0,0,0,1,5.1875,False,0.1810781,65728,False
span,54,0,0,0,0,1,3.375,False,0.1837342,65728,False
span,44,0,0,0,0,1,2.75,False,0.1838389,65728,False
span,41,0,0,0,0,1,2.5625,False,0.1864025,65728,False
span,119,4,0,0,0,1,7.4375,False,0.1864967,65728,False
span,51,1,0,0,0,1,3.1875,False,0.188971,65728,False
span,60,0,0,0,0,1,3.75,False,0.1890733,65728,False
span,37,0,0,0,-3,0.5833333,2.846154,False,0.1902618,65728,False
h2,34,0,0,0,-1,0.875,2.833333,False,0.1903003,65728,False
span,6,0,0,0,4,0.6,0.375,False,0.1907758,134283456,False
strong,10,2,0,0,1,0.9,0.5882353,False,0.1908315,134283968,False
div,40,1,0,0,-3,0.7,2.857143,False,0.1911041,65728,False
a,14,0,0,0,1,0.875,0.9333333,False,0.1911835,65728,False
div,68,1,0,0,-1,0.875,4.857143,False,0.1911982,65728,False
button,9,0,0,0,0,0.875,0.6428571,False,0.1913005,33620160,False
h4,19,3,0,0,-3,0.6,1.727273,False,0.1991206,536936640,False
span,10,0,0,0,0,0.6,0.9090909,False,0.1992573,65728,False
a,67,1,0,0,3,0.7777778,4.785714,False,0.2002321,65728,False
p,43,0,0,0,-1,0.6666667,3.307692,False,0.2003664,65736,False
span,28,0,0,0,1,0.75,2,False,0.2005391,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.2007232,65728,False
a,33,0,0,0,-3,0.7777778,2.357143,False,0.2021777,65728,False
p,83,1,0,0,-1,0.6666667,6.384615,False,0.2022841,65736,False
span,28,0,0,0,1,0.75,2,False,0.2024896,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.2026738,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.2031141,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.2031575,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.2032213,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.2033245,65728,False
a,59,1,0,0,-5,0.7777778,4.214286,False,0.2047642,65728,False
p,94,2,0,0,-1,0.6666667,7.230769,False,0.2048919,65736,False
span,28,0,0,0,1,0.75,2,False,0.2051064,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.2052905,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.2057473,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.2057907,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.2058545,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.2059576,65728,False
a,70,0,0,0,-5,0.7777778,5,False,0.2071838,65728,False
p,92,1,0,0,-1,0.6666667,7.076923,False,0.2073205,65736,False
span,28,0,0,0,1,0.75,2,False,0.2075333,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.2077174,65728,False
a,48,1,0,0,-3,0.7777778,3.428571,False,0.209005,65728,False
p,75,1,0,0,-1,0.6666667,5.769231,False,0.2091236,65736,False
span,28,0,0,0,1,0.75,2,False,0.2093225,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.2095067,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.2099585,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.2100019,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.2100658,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.2101689,65728,False
a,39,1,0,0,-5,0.7777778,2.785714,False,0.2118346,65728,False
p,70,2,0,0,-1,0.6666667,5.384615,False,0.2119459,65736,False
span,28,0,0,0,1,0.75,2,False,0.2121407,65728,False
span,12,0,0,0,3,0.875,0.7058824,False,0.2123248,65728,False
span,1,0,1,0,1,1,0.05555556,False,0.2127799,65728,False
span,7,0,0,0,0,1,0.3888889,False,0.2128233,65728,False
span,8,0,0,0,0,1,0.4444444,False,0.2128872,65728,False
span,3,0,0,0,1,1,0.1578947,False,0.2129903,65728,False
span,6,0,0,0,-10,0.6666667,0.6666667,False,0.2152674,327680,False
a,12,0,0,0,1,0.6666667,1.2,False,0.2154499,327680,False
a,14,0,0,0,0,1,1.4,False,0.2155449,327680,False
a,13,0,0,0,0,1,1.3,False,0.2156406,327680,False
a,15,0,0,0,0,1,1.5,False,0.2157372,327680,False
a,26,0,0,0,0,1,2.6,False,0.2158395,327680,False
a,7,0,0,0,0,1,0.7,False,0.2159607,327680,False
a,13,0,0,0,0,1,1.3,False,0.2160245,327680,False
a,20,0,0,0,0,1,2,False,0.2161006,327680,False
a,8,0,0,0,0,1,0.8,False,0.2161727,327680,False
a,12,0,0,0,0,1,1.2,False,0.2162603,327680,False
a,31,0,0,0,0,1,3.1,False,0.2163585,327680,False
